id,src_mxl,midi,mxl,chunks,cache,n_notes,n_measures,n_in_tokens,n_out_tokens
000037,/root/datasets/pdmx/mxl/1/11/QmbbczxGc5XQjpefH9RmYzZX7qde4z3jpuLzTtS3rHUe3Q.mxl,data/pairs_tuplrich/000037.mid,data/pairs_tuplrich/000037.mxl,data/pairs_tuplrich/000037_chunks.json,data/cache_tuplrich/f91c2b9a98220eb00cece9fe588edfdccb96dea5ef600a148b4444c2b7fc54ae.pkl,288,50,288,288
000038,/root/datasets/pdmx/mxl/6/38/QmNqMm2vdfemWUy8UFoYvRzAWXowts8fyM5ec1GMVY4ZRa.mxl,data/pairs_tuplrich/000038.mid,data/pairs_tuplrich/000038.mxl,data/pairs_tuplrich/000038_chunks.json,data/cache_tuplrich/3dc30f47cea9e825235e5c02e2f4ac5fbc7bc9c83ccb7f0f94089310a37bb5ab.pkl,345,18,345,345
000039,/root/datasets/pdmx/mxl/13/30/QmVLJA6K8aML7FHsVV1UNGGqxkeCjmfHAZr9izRuH5Z44a.mxl,data/pairs_tuplrich/000039.mid,data/pairs_tuplrich/000039.mxl,data/pairs_tuplrich/000039_chunks.json,data/cache_tuplrich/08a9965f27a39fe95c8b7a9f4557399cac1454db0079be9c5526d9fd175775b6.pkl,126,32,126,126
000040,/root/datasets/pdmx/mxl/8/19/QmQfVXYootWQdKrgkuP3PJVqzzivfqZxquQWjAuJodQput.mxl,data/pairs_tuplrich/000040.mid,data/pairs_tuplrich/000040.mxl,data/pairs_tuplrich/000040_chunks.json,data/cache_tuplrich/5b7eeed6a8ff8aa34f751af4e785298f11f343b9893bf4e023dedada701c65ff.pkl,1033,58,1033,1033
000041,/root/datasets/pdmx/mxl/0/23/QmahRujAXTcdsMkXFGiQHPkjVi4cPFRyN4LFbyp3xi3W2H.mxl,data/pairs_tuplrich/000041.mid,data/pairs_tuplrich/000041.mxl,data/pairs_tuplrich/000041_chunks.json,data/cache_tuplrich/4755b73b9ae321df635fd65645a8ad668881a86248c3ec97dbfb8e0d4f52e9dd.pkl,144,32,144,144
000042,/root/datasets/pdmx/mxl/14/25/QmWisBT2Dom9RC1zLbFgm835eDbDyDantrHRskJK8o1GzS.mxl,data/pairs_tuplrich/000042.mid,data/pairs_tuplrich/000042.mxl,data/pairs_tuplrich/000042_chunks.json,data/cache_tuplrich/df89bf17d106f6a65514fcdd6347e7c5f377330dcda6c0f4d0286254c4559164.pkl,378,48,378,378
000043,/root/datasets/pdmx/mxl/17/23/QmZhbinWSBZdfSi1a2RdKFmTF3vFt85QXAd1TcdAqmBCnj.mxl,data/pairs_tuplrich/000043.mid,data/pairs_tuplrich/000043.mxl,data/pairs_tuplrich/000043_chunks.json,data/cache_tuplrich/c493131a4d66128538c0bb6f38864309f29a608d3ddd2b83fb6a3f6cb67f7b69.pkl,122,32,122,122
000044,/root/datasets/pdmx/mxl/0/40/QmarQVmro3EQBdzYGKqzcKzgqTRGeaPF2et9UGEEXQshny.mxl,data/pairs_tuplrich/000044.mid,data/pairs_tuplrich/000044.mxl,data/pairs_tuplrich/000044_chunks.json,data/cache_tuplrich/3758c8a6aa6579d850819da5f386832aa6c83a1e4714b2dddedf6b4cbed4c04c.pkl,368,54,368,368
000045,/root/datasets/pdmx/mxl/15/41/QmXRJ2ajqwHJCDHUn6YrCh6A1TqXmCPQR75euARwakLZTk.mxl,data/pairs_tuplrich/000045.mid,data/pairs_tuplrich/000045.mxl,data/pairs_tuplrich/000045_chunks.json,data/cache_tuplrich/2bd92d56629dce3803595e6afa57e3b4f2f7f41c88cacff0f52bfa7b5b7a11c9.pkl,1560,129,1560,1560
000046,/root/datasets/pdmx/mxl/17/19/QmZff9fTcDAENh43naGPWS3mKEXGMWprjpmkvmrmiqU8ED.mxl,data/pairs_tuplrich/000046.mid,data/pairs_tuplrich/000046.mxl,data/pairs_tuplrich/000046_chunks.json,data/cache_tuplrich/d74c310cfaf982b3c5de3c0506b2e33cf50e92cb47de0a3adbae908f4e83c2f6.pkl,1550,36,1550,1550
000047,/root/datasets/pdmx/mxl/17/13/QmZcUwdJEKU3DXk6fWYRkzTJ1UCC3JUxpgHymdEa2bYtpW.mxl,data/pairs_tuplrich/000047.mid,data/pairs_tuplrich/000047.mxl,data/pairs_tuplrich/000047_chunks.json,data/cache_tuplrich/621fddb7c8cd07f6bc71d657cbedd0aef86034f8fafe0cfc2270e0f1e9952214.pkl,3014,138,3014,3014
000048,/root/datasets/pdmx/mxl/7/21/QmPgyALS6rCTWRKh1FAurMED1HXcUbSeNhhPq6EJvyjXK3.mxl,data/pairs_tuplrich/000048.mid,data/pairs_tuplrich/000048.mxl,data/pairs_tuplrich/000048_chunks.json,data/cache_tuplrich/38b009e6f93b7a92213e889cb74179a8e672390dbb1a4b73a35e433f0325cb29.pkl,174,16,174,174
000049,/root/datasets/pdmx/mxl/3/56/QmdzSX1UofTVXDSzUiSwfysPVj7gCV68PuDkfUACFXNVT7.mxl,data/pairs_tuplrich/000049.mid,data/pairs_tuplrich/000049.mxl,data/pairs_tuplrich/000049_chunks.json,data/cache_tuplrich/53436334fe0cbf99e531ddd039c867cb7a684b70f668c708bd0a037186a13818.pkl,350,16,350,350
000050,/root/datasets/pdmx/mxl/7/49/QmPVVA2dU9mhzECsQWC3XGDAbhPVuLsRkK8bdgsoMB78HF.mxl,data/pairs_tuplrich/000050.mid,data/pairs_tuplrich/000050.mxl,data/pairs_tuplrich/000050_chunks.json,data/cache_tuplrich/b1949f20c9f3869ca6f168b63b1742de280522454022eba345fe859cdab165dc.pkl,174,16,174,174
000051,/root/datasets/pdmx/mxl/12/28/QmUkqtdgL5RToSZUCdLWGnN4G5VXoxpJhbXDuksA34VGvm.mxl,data/pairs_tuplrich/000051.mid,data/pairs_tuplrich/000051.mxl,data/pairs_tuplrich/000051_chunks.json,data/cache_tuplrich/0ef3f40912c3f5ee9ed62eea716b3ae7d4dda202d1fcd5009d8da8b8b2caa31d.pkl,126,32,126,126
000052,/root/datasets/pdmx/mxl/17/20/QmZFnTWhDCFdm5xKghyqERZmGmxViP7pQMrxJyKhstVE2n.mxl,data/pairs_tuplrich/000052.mid,data/pairs_tuplrich/000052.mxl,data/pairs_tuplrich/000052_chunks.json,data/cache_tuplrich/f546aa4258f6c7dd8c4482340e428c1564a7d31f0185557a575811d50d87a1a8.pkl,106,26,106,106
000053,/root/datasets/pdmx/mxl/9/36/QmRp86zfa5W3fYj5pdsjSvFMuL8NMMTJL4gVmYXWXNda4p.mxl,data/pairs_tuplrich/000053.mid,data/pairs_tuplrich/000053.mxl,data/pairs_tuplrich/000053_chunks.json,data/cache_tuplrich/9deb36d4211ecc63d17c403b4889639e1f445c6a901d0fec45c39f2b32e402c5.pkl,128,17,128,128
000054,/root/datasets/pdmx/mxl/9/8/QmR9PucJ7X9vG42CW5Ty2xSWNFZQqRnmVwWCjyEiQZ8kRt.mxl,data/pairs_tuplrich/000054.mid,data/pairs_tuplrich/000054.mxl,data/pairs_tuplrich/000054_chunks.json,data/cache_tuplrich/22353461f65daafae54b09722f2db3eb268b4a05da6f8c7667693e821b54d039.pkl,290,19,290,290
000055,/root/datasets/pdmx/mxl/11/54/QmTyh4onRcbrohGBqQorUP472RmCsXi5oHdPM661BbDLHB.mxl,data/pairs_tuplrich/000055.mid,data/pairs_tuplrich/000055.mxl,data/pairs_tuplrich/000055_chunks.json,data/cache_tuplrich/82cbd10f39855c8738d11ee94b3ff4e7cd9226dc6df9722e5f6e9c82ac38a652.pkl,2434,174,2434,2434
000056,/root/datasets/pdmx/mxl/15/32/QmXMUZt2FDL3o8uySzLdCeLWMUdpBaj9ib85GA2GswyLtN.mxl,data/pairs_tuplrich/000056.mid,data/pairs_tuplrich/000056.mxl,data/pairs_tuplrich/000056_chunks.json,data/cache_tuplrich/0aef76415c9214d3dc4113b94ca04da662139597b3a7f40ec6dbf9fa4843f8a0.pkl,208,18,208,208
000057,/root/datasets/pdmx/mxl/16/26/QmYjvsAAxeWaRVXY6B9PSS3Fh9HoZtmJVimZS8RcVfgcpS.mxl,data/pairs_tuplrich/000057.mid,data/pairs_tuplrich/000057.mxl,data/pairs_tuplrich/000057_chunks.json,data/cache_tuplrich/3be0934f1e10ae132a4927f22321c30b33964b99c015478b5ef2c18de8b7842c.pkl,2682,109,2682,2682
000058,/root/datasets/pdmx/mxl/12/37/QmUPkJVHqBgwsjGiBcajCPeQNZ9UGjbNXr3Yo2Ar9nAKp8.mxl,data/pairs_tuplrich/000058.mid,data/pairs_tuplrich/000058.mxl,data/pairs_tuplrich/000058_chunks.json,data/cache_tuplrich/17107c477f049af7c17d0a861b8f51796867bbc5578ed94de89aa2b6f8a7934d.pkl,119,34,119,119
000059,/root/datasets/pdmx/mxl/16/1/QmY2BLcBnftgFyeMQ32WQKRnaghMYVtsk473EnDAJZxU1z.mxl,data/pairs_tuplrich/000059.mid,data/pairs_tuplrich/000059.mxl,data/pairs_tuplrich/000059_chunks.json,data/cache_tuplrich/f9a0f67d39af666772bd506cfedcb7c7fcb68352aa13bc041e7e2f788d1f887b.pkl,137,18,137,137
000060,/root/datasets/pdmx/mxl/12/43/QmUSZzDzdzzoVyk4hoycP7kJNpoPGgAssVYwBnuNY7yUbJ.mxl,data/pairs_tuplrich/000060.mid,data/pairs_tuplrich/000060.mxl,data/pairs_tuplrich/000060_chunks.json,data/cache_tuplrich/9b376a94f91dc0a283f640297e3e04242f8d0ae90432133582104b9388bd92c1.pkl,497,48,497,497
000061,/root/datasets/pdmx/mxl/5/7/Qmf8saXoYeogidpEdfShG5AsF7xCpCejTfeZovuoH5zstH.mxl,data/pairs_tuplrich/000061.mid,data/pairs_tuplrich/000061.mxl,data/pairs_tuplrich/000061_chunks.json,data/cache_tuplrich/56323c3660fe13185978a3b87b4607cd49259c9ec1ed8349992e255134a79e52.pkl,95,19,95,95
000062,/root/datasets/pdmx/mxl/7/29/QmPKEfp54dbGHyAWELhv52ZN7pZD7Jcma8JRUYNmxRn1PV.mxl,data/pairs_tuplrich/000062.mid,data/pairs_tuplrich/000062.mxl,data/pairs_tuplrich/000062_chunks.json,data/cache_tuplrich/43693aa9e65e742e4c7f966d2830aef84ded55896c7f19b861644717c99286b9.pkl,648,162,648,648
000063,/root/datasets/pdmx/mxl/12/12/QmUBQFCvFTU4g4acPsh4KeUJgX176HprN8eDWRvp7ZLhVq.mxl,data/pairs_tuplrich/000063.mid,data/pairs_tuplrich/000063.mxl,data/pairs_tuplrich/000063_chunks.json,data/cache_tuplrich/10d7bacb3e6969b000fbb82284eed796d801d6f7359832efa2b5770018cba2b1.pkl,251,20,251,251
000064,/root/datasets/pdmx/mxl/4/25/QmeiQHfME19zDJRRtzk4cWwxtqY4wWMug36kMbrb97gu3S.mxl,data/pairs_tuplrich/000064.mid,data/pairs_tuplrich/000064.mxl,data/pairs_tuplrich/000064_chunks.json,data/cache_tuplrich/494f9ccf594e4c67c804bb90e7ac7bcd161283d1f068a2a24331fa262e9b19b7.pkl,1629,73,1629,1629
000065,/root/datasets/pdmx/mxl/16/17/QmYeRVdPS5p7mrsZ6PLRdfrsN3HpGiod5j5AcibZg4Kdhg.mxl,data/pairs_tuplrich/000065.mid,data/pairs_tuplrich/000065.mxl,data/pairs_tuplrich/000065_chunks.json,data/cache_tuplrich/c44c2ef2d8d06e09b7677893a15f3e88c779d3f910fb5458c9f48c432ffb2781.pkl,142,18,142,142
000066,/root/datasets/pdmx/mxl/11/26/QmTjWciL4BU1CZ9uYaTpLFhGYMeaqmRCFS8Etyes2AzYW4.mxl,data/pairs_tuplrich/000066.mid,data/pairs_tuplrich/000066.mxl,data/pairs_tuplrich/000066_chunks.json,data/cache_tuplrich/ade2a1f731cf0bf9f55c31ff1ab188573eadb07365f36413e97569e12dde6c37.pkl,133,17,133,133
000067,/root/datasets/pdmx/mxl/4/37/QmeP6txECTvQNEZZnaRW3Wgipb3gkxJAum5zMfoipUYVGZ.mxl,data/pairs_tuplrich/000067.mid,data/pairs_tuplrich/000067.mxl,data/pairs_tuplrich/000067_chunks.json,data/cache_tuplrich/bf54358a6d4aac3d720cea5f21b87543d9134820e55f38027be11c189f054d8a.pkl,128,16,128,128
000068,/root/datasets/pdmx/mxl/10/56/QmSzWCou8hkupU1zK9H6Y6p3o1Y2MHXAkDUXM4985Mow4K.mxl,data/pairs_tuplrich/000068.mid,data/pairs_tuplrich/000068.mxl,data/pairs_tuplrich/000068_chunks.json,data/cache_tuplrich/25d5a5d0ff017cf036c625af216ac8f69e937c6022300af3428366266aa6eeac.pkl,170,36,170,170
000069,/root/datasets/pdmx/mxl/2/6/Qmc7BjsyurGRkeE9JRyMQjicxwJgHrEHryo3auA9p6iPMN.mxl,data/pairs_tuplrich/000069.mid,data/pairs_tuplrich/000069.mxl,data/pairs_tuplrich/000069_chunks.json,data/cache_tuplrich/0b17d42bdc48fb4ac28089deea20900cb806621c94767d5116bde79e84603264.pkl,209,19,209,209
